name,frequency,percentage,ranking,gender,year
97,Lucia,1207.0,0.47,45.0,F,2003.0
43,Paolo,1637.0,0.6,38.0,M,2003.0
96,Roberta,1265.0,0.49,43.0,F,2003.0
93,Serena,1435.0,0.56,37.0,F,2003.0
63,Maria,1921.0,0.74,27.0,F,2003.0
12,Pietro,2593.0,0.95,25.0,M,2003.0
13,Edoardo,2437.0,0.89,27.0,M,2003.0
88,Rebecca,1901.0,0.74,27.0,F,2003.0
38,Stefano,2422.0,0.89,28.0,M,2003.0
64,Silvia,1845.0,0.71,29.0,F,2003.0
14,Giacomo,2354.0,0.86,29.0,M,2003.0
89,Matilde,1807.0,0.7,29.0,F,2003.0
90,Irene,1699.0,0.66,31.0,F,2003.0
65,Claudia,1720.0,0.67,31.0,F,2003.0
15,Nicola,2337.0,0.86,31.0,M,2003.0
39,Vincenzo,2338.0,0.86,30.0,M,2003.0
91,Erika,1554.0,0.6,33.0,F,2003.0
68,Michela,1439.0,0.56,37.0,F,2003.0
40,Salvatore,2252.0,0.82,32.0,M,2003.0
42,Luigi,1780.0,0.65,36.0,M,2003.0
17,Manuel,1880.0,0.69,35.0,M,2003.0
92,Nicole,1532.0,0.59,35.0,F,2003.0
18,Fabio,1674.0,0.61,37.0,M,2003.0
41,Jacopo,2091.0,0.77,34.0,M,2003.0
16,Christian,2236.0,0.82,33.0,M,2003.0
66,Asia,1691.0,0.65,33.0,F,2003.0
67,Benedetta,1549.0,0.6,35.0,F,2003.0
83,Valentina,2476.0,0.92,17.0,F,2004.0
56,Giada,3530.0,1.31,13.0,F,2004.0
31,Tommaso,4728.0,1.66,14.0,M,2004.0
82,Elena,2913.0,1.08,15.0,F,2004.0
57,Federica,3209.0,1.19,15.0,F,2004.0
7,Antonio,4371.0,1.54,15.0,M,2004.0
32,Alessio,4245.0,1.49,16.0,M,2004.0
8,Federico,4216.0,1.48,17.0,M,2004.0
58,Alessandra,2643.0,0.98,17.0,F,2004.0
33,Giovanni,3925.0,1.38,18.0,M,2004.0
61,Noemi,2141.0,0.79,23.0,F,2004.0
9,Leonardo,3598.0,1.27,19.0,M,2004.0
84,Beatrice,2418.0,0.9,19.0,F,2004.0
34,Filippo,3577.0,1.26,20.0,M,2004.0
10,Samuele,3393.0,1.19,21.0,M,2004.0
85,Camilla,2166.0,0.8,21.0,F,2004.0
60,Arianna,2187.0,0.81,21.0,F,2004.0
35,Daniele,3354.0,1.18,22.0,M,2004.0
11,Michele,3271.0,1.15,23.0,M,2004.0
86,Eleonora,2106.0,0.78,23.0,F,2004.0
81,Gaia,3394.0,1.26,13.0,F,2004.0
59,Ilaria,2458.0,0.91,19.0,F,2004.0
6,Riccardo,4906.0,1.73,13.0,M,2004.0
0,Francesco,10412.0,3.66,1.0,M,2004.0
55,Aurora,4523.0,1.68,11.0,F,2004.0
36,Emanuele,2604.0,0.92,24.0,M,2004.0
50,Giulia,12246.0,4.54,1.0,F,2004.0
75,Martina,8528.0,3.16,1.0,F,2004.0
25,Alessandro,9544.0,3.36,2.0,M,2004.0
76,Sara,7498.0,2.78,3.0,F,2004.0
51,Chiara,7545.0,2.8,3.0,F,2004.0
1,Andrea,9173.0,3.23,3.0,M,2004.0
26,Matteo,8796.0,3.09,4.0,M,2004.0
77,Francesca,5730.0,2.13,5.0,F,2004.0
2,Lorenzo,8168.0,2.87,5.0,M,2004.0
30,Giuseppe,4986.0,1.75,12.0,M,2004.0
52,Alessia,6703.0,2.49,5.0,F,2004.0
78,Giorgia,5298.0,1.97,7.0,F,2004.0
3,Mattia,6328.0,2.23,7.0,M,2004.0
53,Sofia,5438.0,2.02,7.0,F,2004.0
28,Simone,6074.0,2.14,8.0,M,2004.0
54,Elisa,4751.0,1.76,9.0,F,2004.0
79,Alice,4719.0,1.75,9.0,F,2004.0
4,Davide,5969.0,2.1,9.0,M,2004.0
29,Marco,5779.0,2.03,10.0,M,2004.0
5,Gabriele,5742.0,2.02,11.0,M,2004.0
80,Anna,3648.0,1.35,11.0,F,2004.0
27,Luca,7103.0,2.5,6.0,M,2004.0
87,Marta,2070.0,0.77,25.0,F,2004.0
74,Marika,1209.0,0.45,49.0,F,2004.0
12,Nicolo,2584.0,0.91,25.0,M,2004.0
94,Veronica,1368.0,0.51,39.0,F,2004.0
69,Benedetta,1418.0,0.53,39.0,F,2004.0
44,Alberto,1513.0,0.53,40.0,M,2004.0
95,Roberta,1270.0,0.47,41.0,F,2004.0
70,Greta,1326.0,0.49,41.0,F,2004.0
20,Domenico,1426.0,0.5,41.0,M,2004.0
45,Angelo,1381.0,0.49,42.0,M,2004.0
71,Caterina,1257.0,0.47,43.0,F,2004.0
21,Thomas,1364.0,0.48,43.0,M,2004.0
96,Michela,1230.0,0.46,43.0,F,2004.0
19,Paolo,1570.0,0.55,39.0,M,2004.0
46,Gianluca,1319.0,0.46,44.0,M,2004.0
97,Erika,1223.0,0.45,45.0,F,2004.0
22,Mario,1290.0,0.45,45.0,M,2004.0
47,Valerio,1279.0,0.45,46.0,M,2004.0
73,Valeria,1220.0,0.45,47.0,F,2004.0
98,Angela,1209.0,0.45,47.0,F,2004.0
23,Diego,1229.0,0.43,47.0,M,2004.0
48,Giulio,1221.0,0.43,48.0,M,2004.0
99,Lucia,1181.0,0.44,49.0,F,2004.0
24,Giorgio,1170.0,0.41,49.0,M,2004.0
49,Raffaele,1140.0,0.4,50.0,M,2004.0
72,Ludovica,1229.0,0.46,45.0,F,2004.0
43,Cristian,1616.0,0.57,38.0,M,2004.0
62,Rebecca,2095.0,0.78,25.0,F,2004.0
68,Nicole,1521.0,0.56,37.0,F,2004.0
93,Sabrina,1468.0,0.54,37.0,F,2004.0
63,Serena,1998.0,0.74,27.0,F,2004.0
13,Giacomo,2398.0,0.84,27.0,M,2004.0
88,Laura,1944.0,0.72,27.0,F,2004.0
38,Edoardo,2359.0,0.83,28.0,M,2004.0
64,Emma,1925.0,0.71,29.0,F,2004.0
14,Stefano,2340.0,0.82,29.0,M,2004.0
89,Maria,1902.0,0.71,29.0,F,2004.0
39,Nicola,2330.0,0.82,30.0,M,2004.0
90,Asia,1826.0,0.68,31.0,F,2004.0
65,Matilde,1858.0,0.69,31.0,F,2004.0
37,Pietro,2565.0,0.9,26.0,M,2004.0
40,Salvatore,2311.0,0.81,32.0,M,2004.0
15,Vincenzo,2326.0,0.82,31.0,M,2004.0
42,Luigi,1771.0,0.62,36.0,M,2004.0
17,Manuel,1878.0,0.66,35.0,M,2004.0
92,Vittoria,1578.0,0.59,35.0,F,2004.0
18,Fabio,1631.0,0.57,37.0,M,2004.0
41,Jacopo,1938.0,0.68,34.0,M,2004.0
16,Christian,2166.0,0.76,33.0,M,2004.0
66,Silvia,1687.0,0.63,33.0,F,2004.0
91,Irene,1656.0,0.61,33.0,F,2004.0
67,Claudia,1593.0,0.59,35.0,F,2004.0
56,Giada,3513.0,1.33,13.0,F,2005.0
33,Alessio,3907.0,1.39,18.0,M,2005.0
82,Elena,2604.0,0.99,15.0,F,2005.0
57,Federica,2890.0,1.1,15.0,F,2005.0
7,Antonio,4278.0,1.52,15.0,M,2005.0
32,Federico,4018.0,1.43,16.0,M,2005.0
8,Giovanni,4010.0,1.43,17.0,M,2005.0
58,Alessandra,2576.0,0.98,17.0,F,2005.0
83,Emma,2550.0,0.97,17.0,F,2005.0
31,Giuseppe,4741.0,1.69,14.0,M,2005.0
10,Filippo,3299.0,1.18,21.0,M,2005.0
84,Valentina,2409.0,0.91,19.0,F,2005.0
34,Daniele,3310.0,1.18,20.0,M,2005.0
85,Asia,2256.0,0.86,21.0,F,2005.0
60,Ilaria,2318.0,0.88,21.0,F,2005.0
35,Samuele,3176.0,1.13,22.0,M,2005.0
11,Michele,3081.0,1.1,23.0,M,2005.0
86,Marta,2105.0,0.8,23.0,F,2005.0
61,Arianna,2141.0,0.81,23.0,F,2005.0
81,Gaia,3085.0,1.17,13.0,F,2005.0
9,Leonardo,3798.0,1.35,19.0,M,2005.0
6,Riccardo,4862.0,1.73,13.0,M,2005.0
78,Giorgia,5224.0,1.98,7.0,F,2005.0
55,Elisa,3998.0,1.52,11.0,F,2005.0
0,Francesco,10183.0,3.63,1.0,M,2005.0
50,Giulia,10846.0,4.12,1.0,F,2005.0
75,Martina,7604.0,2.89,1.0,F,2005.0
25,Alessandro,9386.0,3.34,2.0,M,2005.0
76,Chiara,7044.0,2.67,3.0,F,2005.0
51,Sara,7445.0,2.83,3.0,F,2005.0
1,Andrea,8732.0,3.11,3.0,M,2005.0
26,Matteo,8404.0,2.99,4.0,M,2005.0
77,Sofia,6062.0,2.3,5.0,F,2005.0
2,Lorenzo,8183.0,2.92,5.0,M,2005.0
30,Tommaso,5209.0,1.86,12.0,M,2005.0
52,Alessia,6171.0,2.34,5.0,F,2005.0
36,Pietro,2830.0,1.01,24.0,M,2005.0
3,Luca,6013.0,2.14,7.0,M,2005.0
53,Francesca,5456.0,2.07,7.0,F,2005.0
28,Davide,5819.0,2.07,8.0,M,2005.0
54,Aurora,4557.0,1.73,9.0,F,2005.0
79,Alice,4171.0,1.58,9.0,F,2005.0
4,Gabriele,5703.0,2.03,9.0,M,2005.0
29,Simone,5652.0,2.01,10.0,M,2005.0
5,Marco,5306.0,1.89,11.0,M,2005.0
80,Anna,3529.0,1.34,11.0,F,2005.0
27,Mattia,6388.0,2.28,6.0,M,2005.0
87,Noemi,2062.0,0.78,25.0,F,2005.0
59,Beatrice,2412.0,0.92,19.0,F,2005.0
49,Gianluca,1096.0,0.39,50.0,M,2005.0
69,Ludovica,1411.0,0.54,39.0,F,2005.0
44,Fabio,1482.0,0.53,40.0,M,2005.0
95,Caterina,1311.0,0.5,41.0,F,2005.0
70,Angelica,1366.0,0.52,41.0,F,2005.0
20,Alberto,1445.0,0.51,41.0,M,2005.0
45,Thomas,1422.0,0.51,42.0,M,2005.0
71,Veronica,1274.0,0.48,43.0,F,2005.0
21,Angelo,1319.0,0.47,43.0,M,2005.0
96,Denise,1240.0,0.47,43.0,F,2005.0
46,Domenico,1319.0,0.47,44.0,M,2005.0
94,Claudia,1390.0,0.53,39.0,F,2005.0
72,Sabrina,1205.0,0.46,45.0,F,2005.0
22,Daniel,1257.0,0.45,45.0,M,2005.0
47,Mario,1199.0,0.43,46.0,M,2005.0
73,Michela,1143.0,0.43,47.0,F,2005.0
98,Lucia,1141.0,0.43,47.0,F,2005.0
23,Raffaele,1171.0,0.42,47.0,M,2005.0
48,Giorgio,1132.0,0.4,48.0,M,2005.0
99,Roberta,1095.0,0.42,49.0,F,2005.0
24,Giulio,1130.0,0.4,49.0,M,2005.0
74,Carlotta,1098.0,0.42,49.0,F,2005.0
12,Emanuele,2829.0,1.01,25.0,M,2005.0
97,Margherita,1146.0,0.44,45.0,F,2005.0
19,Cristian,1619.0,0.58,39.0,M,2005.0
62,Rebecca,2066.0,0.78,25.0,F,2005.0
93,Vittoria,1449.0,0.55,37.0,F,2005.0
43,Paolo,1665.0,0.59,38.0,M,2005.0
63,Maria,1962.0,0.74,27.0,F,2005.0
13,Nicolo,2455.0,0.87,27.0,M,2005.0
88,Eleonora,1909.0,0.72,27.0,F,2005.0
38,Diego,2305.0,0.82,28.0,M,2005.0
64,Matilde,1887.0,0.72,29.0,F,2005.0
14,Giacomo,2218.0,0.79,29.0,M,2005.0
89,Benedetta,1811.0,0.69,29.0,F,2005.0
39,Salvatore,2196.0,0.78,30.0,M,2005.0
90,Greta,1751.0,0.66,31.0,F,2005.0
65,Camilla,1776.0,0.67,31.0,F,2005.0
37,Edoardo,2520.0,0.9,26.0,M,2005.0
40,Stefano,2173.0,0.77,32.0,M,2005.0
91,Laura,1730.0,0.66,33.0,F,2005.0
66,Irene,1744.0,0.66,33.0,F,2005.0
16,Vincenzo,2158.0,0.77,33.0,M,2005.0
41,Nicola,2142.0,0.76,34.0,M,2005.0
67,Serena,1694.0,0.64,35.0,F,2005.0
92,Nicole,1566.0,0.59,35.0,F,2005.0
17,Manuel,2120.0,0.76,35.0,M,2005.0
42,Jacopo,1938.0,0.69,36.0,M,2005.0
18,Luigi,1722.0,0.61,37.0,M,2005.0
68,Silvia,1502.0,0.57,37.0,F,2005.0
15,Christian,2173.0,0.77,31.0,M,2005.0
33,Filippo,3909.0,1.38,18.0,M,2006.0
83,Asia,2705.0,1.01,17.0,F,2006.0
58,Beatrice,2735.0,1.02,17.0,F,2006.0
31,Giuseppe,4553.0,1.6,14.0,M,2006.0
32,Leonardo,4246.0,1.49,16.0,M,2006.0
7,Antonio,4334.0,1.53,15.0,M,2006.0
57,Elena,2859.0,1.07,15.0,F,2006.0
82,Emma,2787.0,1.04,15.0,F,2006.0
8,Federico,4060.0,1.43,17.0,M,2006.0
59,Federica,2617.0,0.98,19.0,F,2006.0
85,Eleonora,2217.0,0.83,21.0,F,2006.0
84,Arianna,2381.0,0.89,19.0,F,2006.0
34,Alessio,3753.0,1.32,20.0,M,2006.0
10,Christian,3296.0,1.16,21.0,M,2006.0
60,Alessandra,2217.0,0.83,21.0,F,2006.0
35,Daniele,3203.0,1.13,22.0,M,2006.0
11,Samuele,3096.0,1.09,23.0,M,2006.0
86,Rebecca,2178.0,0.81,23.0,F,2006.0
61,Valentina,2194.0,0.82,23.0,F,2006.0
36,Michele,3040.0,1.07,24.0,M,2006.0
56,Anna,3608.0,1.35,13.0,F,2006.0
9,Giovanni,3776.0,1.33,19.0,M,2006.0
81,Gaia,3027.0,1.13,13.0,F,2006.0
78,Aurora,5668.0,2.12,7.0,F,2006.0
30,Riccardo,4801.0,1.69,12.0,M,2006.0
0,Francesco,10004.0,3.52,1.0,M,2006.0
50,Giulia,10233.0,3.82,1.0,F,2006.0
75,Sara,7316.0,2.73,1.0,F,2006.0
25,Alessandro,9399.0,3.31,2.0,M,2006.0
76,Martina,7161.0,2.67,3.0,F,2006.0
51,Sofia,7263.0,2.71,3.0,F,2006.0
1,Andrea,8808.0,3.1,3.0,M,2006.0
26,Matteo,8355.0,2.94,4.0,M,2006.0
77,Alessia,5846.0,2.18,5.0,F,2006.0
2,Lorenzo,7826.0,2.75,5.0,M,2006.0
6,Tommaso,4696.0,1.65,13.0,M,2006.0
52,Chiara,6672.0,2.49,5.0,F,2006.0
3,Simone,5894.0,2.07,7.0,M,2006.0
53,Giorgia,5673.0,2.12,7.0,F,2006.0
28,Luca,5864.0,2.06,8.0,M,2006.0
54,Francesca,4973.0,1.86,9.0,F,2006.0
79,Giada,4318.0,1.61,9.0,F,2006.0
4,Gabriele,5740.0,2.02,9.0,M,2006.0
29,Davide,5660.0,1.99,10.0,M,2006.0
5,Marco,5029.0,1.77,11.0,M,2006.0
80,Elisa,3759.0,1.4,11.0,F,2006.0
55,Alice,3954.0,1.48,11.0,F,2006.0
27,Mattia,5960.0,2.1,6.0,M,2006.0
87,Noemi,2102.0,0.78,25.0,F,2006.0
62,Ilaria,2121.0,0.79,25.0,F,2006.0
37,Pietro,2985.0,1.05,26.0,M,2006.0
69,Melissa,1512.0,0.56,39.0,F,2006.0
44,Paolo,1610.0,0.57,40.0,M,2006.0
95,Claudia,1338.0,0.5,41.0,F,2006.0
70,Silvia,1395.0,0.52,41.0,F,2006.0
20,Alberto,1408.0,0.5,41.0,M,2006.0
45,Angelo,1383.0,0.49,42.0,M,2006.0
71,Ginevra,1248.0,0.47,43.0,F,2006.0
21,Thomas,1370.0,0.48,43.0,M,2006.0
96,Caterina,1245.0,0.46,43.0,F,2006.0
46,Domenico,1293.0,0.46,44.0,M,2006.0
94,Serena,1403.0,0.52,39.0,F,2006.0
72,Veronica,1188.0,0.44,45.0,F,2006.0
22,Mario,1248.0,0.44,45.0,M,2006.0
47,Daniel,1192.0,0.42,46.0,M,2006.0
73,Miriam,1148.0,0.43,47.0,F,2006.0
98,Angela,1132.0,0.42,47.0,F,2006.0
23,Raffaele,1152.0,0.41,47.0,M,2006.0
48,Giulio,1150.0,0.4,48.0,M,2006.0
99,Michela,1131.0,0.42,49.0,F,2006.0
24,Giorgio,1111.0,0.39,49.0,M,2006.0
74,Viola,1132.0,0.42,49.0,F,2006.0
12,Cristian,3028.0,1.07,25.0,M,2006.0
97,Margherita,1176.0,0.44,45.0,F,2006.0
19,Fabio,1633.0,0.57,39.0,M,2006.0
49,Niccolo,1086.0,0.38,50.0,M,2006.0
93,Nicole,1524.0,0.57,37.0,F,2006.0
43,Luigi,1685.0,0.59,38.0,M,2006.0
13,Emanuele,2789.0,0.98,27.0,M,2006.0
88,Angelica,2065.0,0.77,27.0,F,2006.0
38,Edoardo,2727.0,0.96,28.0,M,2006.0
64,Maria,1933.0,0.72,29.0,F,2006.0
14,Nicolo,2662.0,0.94,29.0,M,2006.0
89,Marta,1859.0,0.69,29.0,F,2006.0
39,Manuel,2280.0,0.8,30.0,M,2006.0
90,Vittoria,1812.0,0.68,31.0,F,2006.0
65,Benedetta,1839.0,0.69,31.0,F,2006.0
15,Giacomo,2221.0,0.78,31.0,M,2006.0
63,Matilde,2077.0,0.78,27.0,F,2006.0
91,Laura,1774.0,0.66,33.0,F,2006.0
40,Salvatore,2202.0,0.77,32.0,M,2006.0
18,Jacopo,1930.0,0.68,37.0,M,2006.0
42,Nicola,2069.0,0.73,36.0,M,2006.0
17,Diego,2124.0,0.75,35.0,M,2006.0
68,Camilla,1579.0,0.59,37.0,F,2006.0
67,Ludovica,1734.0,0.65,35.0,F,2006.0
41,Stefano,2145.0,0.75,34.0,M,2006.0
16,Vincenzo,2171.0,0.76,33.0,M,2006.0
66,Greta,1796.0,0.67,33.0,F,2006.0
92,Irene,1627.0,0.61,35.0,F,2006.0
33,Filippo,3909.0,1.37,18.0,M,2007.0
82,Matilde,2848.0,1.06,15.0,F,2007.0
57,Gaia,2954.0,1.1,15.0,F,2007.0
7,Tommaso,4372.0,1.53,15.0,M,2007.0
32,Antonio,4179.0,1.46,16.0,M,2007.0
8,Leonardo,4075.0,1.43,17.0,M,2007.0
58,Elena,2731.0,1.01,17.0,F,2007.0
83,Beatrice,2697.0,1.0,17.0,F,2007.0
31,Giuseppe,4375.0,1.53,14.0,M,2007.0
10,Giovanni,3697.0,1.29,21.0,M,2007.0
84,Federica,2651.0,0.98,19.0,F,2007.0
34,Christian,3759.0,1.31,20.0,M,2007.0
56,Anna,3770.0,1.4,13.0,F,2007.0
85,Arianna,2308.0,0.86,21.0,F,2007.0
60,Noemi,2532.0,0.94,21.0,F,2007.0
35,Cristian,3499.0,1.22,22.0,M,2007.0
11,Samuele,3158.0,1.1,23.0,M,2007.0
86,Rebecca,2196.0,0.81,23.0,F,2007.0
61,Ilaria,2220.0,0.82,23.0,F,2007.0
36,Daniele,3001.0,1.05,24.0,M,2007.0
9,Alessio,3838.0,1.34,19.0,M,2007.0
81,Emma,2992.0,1.11,13.0,F,2007.0
5,Simone,5012.0,1.75,11.0,M,2007.0
30,Marco,4869.0,1.7,12.0,M,2007.0
0,Francesco,10048.0,3.51,1.0,M,2007.0
50,Giulia,9671.0,3.59,1.0,F,2007.0
75,Sofia,8424.0,3.12,1.0,F,2007.0
25,Alessandro,9319.0,3.26,2.0,M,2007.0
76,Sara,7264.0,2.69,3.0,F,2007.0
51,Martina,7733.0,2.87,3.0,F,2007.0
1,Andrea,8353.0,2.92,3.0,M,2007.0
26,Matteo,8163.0,2.86,4.0,M,2007.0
77,Aurora,5436.0,2.02,5.0,F,2007.0
2,Lorenzo,7891.0,2.76,5.0,M,2007.0
6,Federico,4576.0,1.6,13.0,M,2007.0
52,Chiara,6243.0,2.32,5.0,F,2007.0
78,Alessia,5222.0,1.94,7.0,F,2007.0
87,Marta,2038.0,0.76,25.0,F,2007.0
53,Giorgia,5288.0,1.96,7.0,F,2007.0
28,Luca,5688.0,1.99,8.0,M,2007.0
54,Francesca,4679.0,1.74,9.0,F,2007.0
79,Alice,4084.0,1.51,9.0,F,2007.0
4,Davide,5666.0,1.98,9.0,M,2007.0
29,Riccardo,5592.0,1.96,10.0,M,2007.0
80,Giada,3809.0,1.41,11.0,F,2007.0
55,Elisa,3812.0,1.41,11.0,F,2007.0
27,Gabriele,6149.0,2.15,6.0,M,2007.0
3,Mattia,6013.0,2.1,7.0,M,2007.0
59,Asia,2662.0,0.99,19.0,F,2007.0
37,Michele,2845.0,1.0,26.0,M,2007.0
44,Fabio,1479.0,0.52,40.0,M,2007.0
95,Silvia,1382.0,0.51,41.0,F,2007.0
70,Viola,1421.0,0.53,41.0,F,2007.0
20,Alberto,1327.0,0.46,41.0,M,2007.0
45,Angelo,1312.0,0.46,42.0,M,2007.0
71,Serena,1357.0,0.5,43.0,F,2007.0
21,Daniel,1300.0,0.45,43.0,M,2007.0
96,Claudia,1256.0,0.47,43.0,F,2007.0
46,Thomas,1247.0,0.44,44.0,M,2007.0
72,Caterina,1246.0,0.46,45.0,F,2007.0
69,Benedetta,1545.0,0.57,39.0,F,2007.0
97,Veronica,1167.0,0.43,45.0,F,2007.0
47,Giorgio,1221.0,0.43,46.0,M,2007.0
73,Miriam,1152.0,0.43,47.0,F,2007.0
98,Lucia,1145.0,0.42,47.0,F,2007.0
23,Domenico,1209.0,0.42,47.0,M,2007.0
48,Raffaele,1161.0,0.41,48.0,M,2007.0
99,Margherita,1134.0,0.42,49.0,F,2007.0
24,Mario,1104.0,0.39,49.0,M,2007.0
74,Carlotta,1144.0,0.42,49.0,F,2007.0
49,Niccolo,1085.0,0.38,50.0,M,2007.0
12,Pietro,2932.0,1.03,25.0,M,2007.0
22,Giulio,1227.0,0.43,45.0,M,2007.0
94,Ginevra,1479.0,0.55,39.0,F,2007.0
62,Valentina,2153.0,0.8,25.0,F,2007.0
43,Luigi,1682.0,0.59,38.0,M,2007.0
19,Paolo,1482.0,0.52,39.0,M,2007.0
13,Nicolo,2787.0,0.97,27.0,M,2007.0
88,Alessandra,1999.0,0.74,27.0,F,2007.0
38,Emanuele,2678.0,0.94,28.0,M,2007.0
64,Nicole,1971.0,0.73,29.0,F,2007.0
14,Edoardo,2665.0,0.93,29.0,M,2007.0
89,Angelica,1948.0,0.72,29.0,F,2007.0
39,Giacomo,2379.0,0.83,30.0,M,2007.0
90,Greta,1851.0,0.69,31.0,F,2007.0
65,Eleonora,1882.0,0.7,31.0,F,2007.0
15,Manuel,2311.0,0.81,31.0,M,2007.0
63,Vittoria,2000.0,0.74,27.0,F,2007.0
91,Ludovica,1822.0,0.68,33.0,F,2007.0
66,Maria,1828.0,0.68,33.0,F,2007.0
16,Stefano,2145.0,0.75,33.0,M,2007.0
41,Salvatore,2099.0,0.73,34.0,M,2007.0
67,Camilla,1754.0,0.65,35.0,F,2007.0
92,Melissa,1632.0,0.61,35.0,F,2007.0
17,Vincenzo,2053.0,0.72,35.0,M,2007.0
42,Nicola,2018.0,0.71,36.0,M,2007.0
18,Jacopo,1796.0,0.63,37.0,M,2007.0
68,Irene,1581.0,0.59,37.0,F,2007.0
93,Laura,1566.0,0.58,37.0,F,2007.0
40,Diego,2167.0,0.76,32.0,M,2007.0
91,Eleonora,1824.0,0.66,33.0,F,2008.0
66,Ginevra,1836.0,0.66,33.0,F,2008.0
16,Vincenzo,2043.0,0.7,33.0,M,2008.0
18,Jacopo,1937.0,0.66,37.0,M,2008.0
67,Maria,1824.0,0.66,35.0,F,2008.0
92,Melissa,1745.0,0.63,35.0,F,2008.0
17,Nicola,2020.0,0.69,35.0,M,2008.0
42,Stefano,1993.0,0.68,36.0,M,2008.0
41,Salvatore,2035.0,0.7,34.0,M,2008.0
40,Diego,2192.0,0.75,32.0,M,2008.0
14,Nicolo,2797.0,0.96,29.0,M,2008.0
65,Viola,1915.0,0.69,31.0,F,2008.0
90,Alessandra,1868.0,0.67,31.0,F,2008.0
39,Giacomo,2328.0,0.8,30.0,M,2008.0
89,Nicole,2002.0,0.72,29.0,F,2008.0
64,Marta,2023.0,0.73,29.0,F,2008.0
38,Edoardo,2799.0,0.96,28.0,M,2008.0
88,Valentina,2030.0,0.73,27.0,F,2008.0
13,Michele,2846.0,0.97,27.0,M,2008.0
63,Ludovica,2080.0,0.75,27.0,F,2008.0
68,Serena,1699.0,0.61,37.0,F,2008.0
37,Emanuele,2987.0,1.02,26.0,M,2008.0
15,Manuel,2245.0,0.77,31.0,M,2008.0
93,Camilla,1667.0,0.6,37.0,F,2008.0
96,Caterina,1329.0,0.48,43.0,F,2008.0
19,Luigi,1608.0,0.55,39.0,M,2008.0
12,Pietro,3047.0,1.04,25.0,M,2008.0
74,Lucia,1148.0,0.41,49.0,F,2008.0
24,Raffaele,1159.0,0.4,49.0,M,2008.0
99,Claudia,1147.0,0.41,49.0,F,2008.0
48,Giorgio,1214.0,0.41,48.0,M,2008.0
23,Gabriel,1253.0,0.43,47.0,M,2008.0
98,Veronica,1167.0,0.42,47.0,F,2008.0
73,Margherita,1187.0,0.43,47.0,F,2008.0
47,Alberto,1286.0,0.44,46.0,M,2008.0
22,Domenico,1292.0,0.44,45.0,M,2008.0
43,Thomas,1677.0,0.57,38.0,M,2008.0
97,Miriam,1297.0,0.47,45.0,F,2008.0
46,Giulio,1298.0,0.44,44.0,M,2008.0
21,Angelo,1329.0,0.45,43.0,M,2008.0
71,Carlotta,1335.0,0.48,43.0,F,2008.0
45,Daniel,1348.0,0.46,42.0,M,2008.0
20,Paolo,1428.0,0.49,41.0,M,2008.0
70,Laura,1548.0,0.56,41.0,F,2008.0
95,Benedetta,1528.0,0.55,41.0,F,2008.0
44,Fabio,1431.0,0.49,40.0,M,2008.0
69,Angelica,1622.0,0.58,39.0,F,2008.0
