name,frequency,percentage,ranking,gender,year
36,Nicolo',2579.0,1.01,24.0,M,2014.0
59,Viola,2529.0,1.05,19.0,F,2014.0
81,Ginevra,2930.0,1.22,13.0,F,2014.0
0,Francesco,10316.0,4.05,1.0,M,2014.0
30,Giuseppe,3610.0,1.42,12.0,M,2014.0
50,Sofia,7353.0,3.06,1.0,F,2014.0
75,Giulia,6729.0,2.8,1.0,F,2014.0
25,Alessandro,6940.0,2.73,2.0,M,2014.0
76,Giorgia,4502.0,1.88,3.0,F,2014.0
51,Aurora,5709.0,2.38,3.0,F,2014.0
1,Lorenzo,6665.0,2.62,3.0,M,2014.0
26,Andrea,6270.0,2.46,4.0,M,2014.0
77,Emma,3971.0,1.65,5.0,F,2014.0
2,Leonardo,6079.0,2.39,5.0,M,2014.0
52,Martina,4268.0,1.78,5.0,F,2014.0
6,Antonio,3370.0,1.32,13.0,M,2014.0
27,Mattia,6073.0,2.39,6.0,M,2014.0
3,Matteo,5754.0,2.26,7.0,M,2014.0
53,Greta,3926.0,1.64,7.0,F,2014.0
28,Gabriele,5557.0,2.18,8.0,M,2014.0
54,Sara,3766.0,1.57,9.0,F,2014.0
79,Alice,3589.0,1.49,9.0,F,2014.0
4,Riccardo,4533.0,1.78,9.0,M,2014.0
29,Tommaso,4488.0,1.76,10.0,M,2014.0
5,Davide,3817.0,1.5,11.0,M,2014.0
80,Anna,3267.0,1.36,11.0,F,2014.0
55,Gaia,3391.0,1.41,11.0,F,2014.0
78,Chiara,3902.0,1.63,7.0,F,2014.0
87,Arianna,2037.0,0.85,25.0,F,2014.0
68,Eleonora,1343.0,0.56,37.0,F,2014.0
12,Filippo,2453.0,0.96,25.0,M,2014.0
69,Serena,1282.0,0.53,39.0,F,2014.0
44,Giulio,1375.0,0.54,40.0,M,2014.0
95,Angelica,1144.0,0.48,41.0,F,2014.0
70,Irene,1165.0,0.49,41.0,F,2014.0
20,Samuel,1362.0,0.54,41.0,M,2014.0
45,Nicola,1325.0,0.52,42.0,M,2014.0
71,Ilaria,1130.0,0.47,43.0,F,2014.0
21,Giorgio,1300.0,0.51,43.0,M,2014.0
96,Carlotta,1124.0,0.47,43.0,F,2014.0
46,Luigi,1276.0,0.5,44.0,M,2014.0
94,Benedetta,1213.0,0.51,39.0,F,2014.0
72,Caterina,1047.0,0.44,45.0,F,2014.0
22,Daniel,1232.0,0.48,45.0,M,2014.0
47,Elia,1148.0,0.45,46.0,M,2014.0
73,Alessandra,1026.0,0.43,47.0,F,2014.0
98,Valentina,989.0,0.41,47.0,F,2014.0
23,Angelo,1083.0,0.43,47.0,M,2014.0
48,Domenico,1068.0,0.42,48.0,M,2014.0
99,Laura,968.0,0.4,49.0,F,2014.0
24,Paolo,1043.0,0.41,49.0,M,2014.0
74,Emily,968.0,0.4,49.0,F,2014.0
49,Raffaele,1002.0,0.39,50.0,M,2014.0
97,Margherita,1034.0,0.43,45.0,F,2014.0
19,Stefano,1420.0,0.56,39.0,M,2014.0
62,Elena,2059.0,0.86,25.0,F,2014.0
93,Miriam,1324.0,0.55,37.0,F,2014.0
43,Thomas,1442.0,0.57,38.0,M,2014.0
37,Alessio,2441.0,0.96,26.0,M,2014.0
63,Mia,1718.0,0.72,27.0,F,2014.0
13,Gabriel,2336.0,0.92,27.0,M,2014.0
88,Camilla,1700.0,0.71,27.0,F,2014.0
38,Michele,2224.0,0.87,28.0,M,2014.0
64,Ludovica,1693.0,0.71,29.0,F,2014.0
89,Maria,1687.0,0.7,29.0,F,2014.0
39,Jacopo,1915.0,0.75,30.0,M,2014.0
90,Melissa,1612.0,0.67,31.0,F,2014.0
65,Marta,1669.0,0.7,31.0,F,2014.0
14,Emanuele,2184.0,0.86,29.0,M,2014.0
40,Cristian,1758.0,0.69,32.0,M,2014.0
91,Gioia,1487.0,0.62,33.0,F,2014.0
66,Bianca,1539.0,0.64,33.0,F,2014.0
18,Gioele,1526.0,0.6,37.0,M,2014.0
16,Giacomo,1720.0,0.68,33.0,M,2014.0
41,Vincenzo,1699.0,0.67,34.0,M,2014.0
67,Asia,1476.0,0.61,35.0,F,2014.0
92,Adele,1374.0,0.57,35.0,F,2014.0
17,Salvatore,1658.0,0.65,35.0,M,2014.0
42,Manuel,1535.0,0.6,36.0,M,2014.0
15,Daniele,1874.0,0.74,31.0,M,2014.0
58,Nicole,2583.0,1.11,17.0,F,2015.0
8,Marco,2951.0,1.19,17.0,M,2015.0
32,Giovanni,2965.0,1.2,16.0,M,2015.0
56,Gaia,2889.0,1.24,13.0,F,2015.0
57,Noemi,2669.0,1.14,15.0,F,2015.0
82,Francesca,2585.0,1.11,15.0,F,2015.0
31,Antonio,3232.0,1.31,14.0,M,2015.0
83,Alessia,2454.0,1.05,17.0,F,2015.0
7,Federico,3210.0,1.3,15.0,M,2015.0
33,Diego,2899.0,1.17,18.0,M,2015.0
61,Giada,1993.0,0.85,23.0,F,2015.0
9,Samuele,2852.0,1.15,19.0,M,2015.0
84,Matilde,2395.0,1.03,19.0,F,2015.0
34,Pietro,2803.0,1.13,20.0,M,2015.0
10,Christian,2711.0,1.1,21.0,M,2015.0
85,Viola,2114.0,0.91,21.0,F,2015.0
60,Arianna,2166.0,0.93,21.0,F,2015.0
35,Nicolo',2638.0,1.07,22.0,M,2015.0
11,Luca,2589.0,1.05,23.0,M,2015.0
86,Rebecca,1945.0,0.83,23.0,F,2015.0
81,Beatrice,2674.0,1.15,13.0,F,2015.0
59,Vittoria,2431.0,1.04,19.0,F,2015.0
6,Edoardo,3406.0,1.38,13.0,M,2015.0
78,Greta,3676.0,1.58,7.0,F,2015.0
55,Sara,3205.0,1.37,11.0,F,2015.0
36,Simone,2473.0,1.0,24.0,M,2015.0
0,Francesco,8763.0,3.55,1.0,M,2015.0
50,Sofia,7191.0,3.08,1.0,F,2015.0
75,Aurora,6687.0,2.87,1.0,F,2015.0
25,Alessandro,6708.0,2.71,2.0,M,2015.0
76,Giorgia,4099.0,1.76,3.0,F,2015.0
51,Giulia,6222.0,2.67,3.0,F,2015.0
1,Mattia,6402.0,2.59,3.0,M,2015.0
26,Lorenzo,6389.0,2.59,4.0,M,2015.0
77,Martina,3743.0,1.61,5.0,F,2015.0
30,Giuseppe,3511.0,1.42,12.0,M,2015.0
2,Leonardo,6144.0,2.49,5.0,M,2015.0
27,Andrea,6047.0,2.45,6.0,M,2015.0
3,Gabriele,5469.0,2.21,7.0,M,2015.0
53,Emma,3690.0,1.58,7.0,F,2015.0
28,Matteo,4941.0,2.0,8.0,M,2015.0
54,Chiara,3516.0,1.51,9.0,F,2015.0
79,Anna,3322.0,1.42,9.0,F,2015.0
4,Tommaso,4386.0,1.77,9.0,M,2015.0
29,Riccardo,4351.0,1.76,10.0,M,2015.0
5,Davide,3528.0,1.43,11.0,M,2015.0
80,Ginevra,2940.0,1.26,11.0,F,2015.0
52,Alice,3845.0,1.65,5.0,F,2015.0
87,Elena,1881.0,0.81,25.0,F,2015.0
62,Camilla,1896.0,0.81,25.0,F,2015.0
12,Filippo,2404.0,0.97,25.0,M,2015.0
94,Benedetta,1144.0,0.49,39.0,F,2015.0
69,Irene,1154.0,0.49,39.0,F,2015.0
44,Samuel,1321.0,0.53,40.0,M,2015.0
95,Serena,1117.0,0.48,41.0,F,2015.0
70,Caterina,1120.0,0.48,41.0,F,2015.0
20,Daniel,1307.0,0.53,41.0,M,2015.0
45,Giorgio,1277.0,0.52,42.0,M,2015.0
71,Carlotta,1091.0,0.47,43.0,F,2015.0
21,Stefano,1275.0,0.52,43.0,M,2015.0
46,Elia,1262.0,0.51,44.0,M,2015.0
72,Margherita,1041.0,0.45,45.0,F,2015.0
97,Ilaria,1019.0,0.44,45.0,F,2015.0
22,Luigi,1244.0,0.5,45.0,M,2015.0
47,Nicola,1199.0,0.49,46.0,M,2015.0
73,Anita,1006.0,0.43,47.0,F,2015.0
98,Emily,972.0,0.42,47.0,F,2015.0
23,Angelo,1019.0,0.41,47.0,M,2015.0
48,Mario,1005.0,0.41,48.0,M,2015.0
99,Rachele,922.0,0.4,49.0,F,2015.0
24,Raffaele,992.0,0.4,49.0,M,2015.0
74,Alessandra,966.0,0.41,49.0,F,2015.0
19,Thomas,1389.0,0.56,39.0,M,2015.0
43,Manuel,1417.0,0.57,38.0,M,2015.0
96,Angelica,1059.0,0.45,43.0,F,2015.0
68,Miriam,1240.0,0.53,37.0,F,2015.0
93,Eleonora,1177.0,0.5,37.0,F,2015.0
63,Elisa,1851.0,0.79,27.0,F,2015.0
13,Gabriel,2150.0,0.87,27.0,M,2015.0
88,Mia,1717.0,0.74,27.0,F,2015.0
38,Michele,2079.0,0.84,28.0,M,2015.0
64,Bianca,1705.0,0.73,29.0,F,2015.0
14,Emanuele,2008.0,0.81,29.0,M,2015.0
89,Maria,1597.0,0.68,29.0,F,2015.0
39,Jacopo,1804.0,0.73,30.0,M,2015.0
90,Ludovica,1578.0,0.68,31.0,F,2015.0
65,Marta,1597.0,0.68,31.0,F,2015.0
37,Alessio,2245.0,0.91,26.0,M,2015.0
49,Domenico,992.0,0.4,50.0,M,2015.0
15,Daniele,1756.0,0.71,31.0,M,2015.0
42,Gioele,1590.0,0.64,36.0,M,2015.0
17,Salvatore,1635.0,0.66,35.0,M,2015.0
92,Melissa,1323.0,0.57,35.0,F,2015.0
67,Asia,1348.0,0.58,35.0,F,2015.0
18,Giulio,1528.0,0.62,37.0,M,2015.0
16,Giacomo,1652.0,0.67,33.0,M,2015.0
66,Gioia,1574.0,0.68,33.0,F,2015.0
91,Adele,1520.0,0.65,33.0,F,2015.0
40,Cristian,1752.0,0.71,32.0,M,2015.0
41,Vincenzo,1645.0,0.67,34.0,M,2015.0
83,Noemi,2293.0,1.01,17.0,F,2016.0
56,Beatrice,2820.0,1.24,13.0,F,2016.0
31,Antonio,3156.0,1.31,14.0,M,2016.0
82,Matilde,2425.0,1.06,15.0,F,2016.0
57,Gaia,2605.0,1.14,15.0,F,2016.0
7,Federico,3021.0,1.26,15.0,M,2016.0
32,Diego,3008.0,1.25,16.0,M,2016.0
8,Giovanni,2791.0,1.16,17.0,M,2016.0
58,Vittoria,2413.0,1.06,17.0,F,2016.0
33,Christian,2783.0,1.16,18.0,M,2016.0
81,Nicole,2815.0,1.24,13.0,F,2016.0
9,Nicolo',2732.0,1.14,19.0,M,2016.0
84,Alessia,2230.0,0.98,19.0,F,2016.0
34,Samuele,2697.0,1.12,20.0,M,2016.0
10,Pietro,2592.0,1.08,21.0,M,2016.0
60,Ludovica,2016.0,0.88,21.0,F,2016.0
35,Marco,2515.0,1.05,22.0,M,2016.0
11,Luca,2503.0,1.04,23.0,M,2016.0
86,Camilla,1914.0,0.84,23.0,F,2016.0
61,Viola,1924.0,0.84,23.0,F,2016.0
36,Filippo,2303.0,0.96,24.0,M,2016.0
59,Francesca,2262.0,0.99,19.0,F,2016.0
85,Arianna,2011.0,0.88,21.0,F,2016.0
0,Francesco,7850.0,3.26,1.0,M,2016.0
55,Anna,3122.0,1.37,11.0,F,2016.0
87,Bianca,1780.0,0.78,25.0,F,2016.0
50,Sofia,7616.0,3.34,1.0,F,2016.0
75,Aurora,6466.0,2.84,1.0,F,2016.0
25,Alessandro,6664.0,2.77,2.0,M,2016.0
76,Emma,3814.0,1.67,3.0,F,2016.0
51,Giulia,6093.0,2.67,3.0,F,2016.0
1,Leonardo,6505.0,2.71,3.0,M,2016.0
26,Lorenzo,6331.0,2.63,4.0,M,2016.0
77,Martina,3533.0,1.55,5.0,F,2016.0
2,Mattia,5917.0,2.46,5.0,M,2016.0
30,Giuseppe,3323.0,1.38,12.0,M,2016.0
52,Giorgia,3651.0,1.6,5.0,F,2016.0
78,Greta,3461.0,1.52,7.0,F,2016.0
3,Gabriele,5254.0,2.18,7.0,M,2016.0
53,Alice,3506.0,1.54,7.0,F,2016.0
28,Matteo,4526.0,1.88,8.0,M,2016.0
54,Ginevra,3256.0,1.43,9.0,F,2016.0
79,Chiara,3188.0,1.4,9.0,F,2016.0
4,Tommaso,4179.0,1.74,9.0,M,2016.0
29,Riccardo,4087.0,1.7,10.0,M,2016.0
5,Edoardo,3555.0,1.48,11.0,M,2016.0
80,Sara,2976.0,1.31,11.0,F,2016.0
27,Andrea,5577.0,2.32,6.0,M,2016.0
62,Elisa,1863.0,0.82,25.0,F,2016.0
6,Davide,3242.0,1.35,13.0,M,2016.0
37,Alessio,2123.0,0.88,26.0,M,2016.0
69,Irene,1115.0,0.49,39.0,F,2016.0
44,Thomas,1346.0,0.56,40.0,M,2016.0
95,Emily,1058.0,0.46,41.0,F,2016.0
70,Margherita,1069.0,0.47,41.0,F,2016.0
20,Samuel,1265.0,0.53,41.0,M,2016.0
45,Giorgio,1250.0,0.52,42.0,M,2016.0
71,Caterina,1017.0,0.45,43.0,F,2016.0
21,Daniel,1209.0,0.5,43.0,M,2016.0
96,Anita,994.0,0.44,43.0,F,2016.0
72,Serena,990.0,0.43,45.0,F,2016.0
97,Benedetta,976.0,0.43,45.0,F,2016.0
22,Stefano,1175.0,0.49,45.0,M,2016.0
47,Luigi,1164.0,0.48,46.0,M,2016.0
73,Rachele,955.0,0.42,47.0,F,2016.0
98,Angelica,930.0,0.41,47.0,F,2016.0
23,Nicola,1110.0,0.46,47.0,M,2016.0
48,Domenico,971.0,0.4,48.0,M,2016.0
99,Isabel,910.0,0.4,49.0,F,2016.0
24,Angelo,957.0,0.4,49.0,M,2016.0
74,Cecilia,927.0,0.41,49.0,F,2016.0
49,Kevin,942.0,0.39,50.0,M,2016.0
94,Melissa,1109.0,0.49,39.0,F,2016.0
19,Elia,1397.0,0.58,39.0,M,2016.0
46,Enea,1204.0,0.5,44.0,M,2016.0
93,Miriam,1149.0,0.5,37.0,F,2016.0
43,Manuel,1536.0,0.64,38.0,M,2016.0
13,Gabriel,2015.0,0.84,27.0,M,2016.0
88,Rebecca,1746.0,0.77,27.0,F,2016.0
38,Michele,1987.0,0.83,28.0,M,2016.0
64,Elena,1735.0,0.76,29.0,F,2016.0
14,Emanuele,1876.0,0.78,29.0,M,2016.0
89,Mia,1678.0,0.74,29.0,F,2016.0
39,Jacopo,1702.0,0.71,30.0,M,2016.0
90,Marta,1553.0,0.68,31.0,F,2016.0
65,Adele,1582.0,0.69,31.0,F,2016.0
15,Salvatore,1658.0,0.69,31.0,M,2016.0
63,Giada,1776.0,0.78,27.0,F,2016.0
12,Simone,2209.0,0.92,25.0,M,2016.0
40,Giulio,1637.0,0.68,32.0,M,2016.0
18,Gioele,1552.0,0.65,37.0,M,2016.0
42,Giacomo,1554.0,0.65,36.0,M,2016.0
17,Vincenzo,1582.0,0.66,35.0,M,2016.0
92,Eleonora,1210.0,0.53,35.0,F,2016.0
68,Carlotta,1205.0,0.53,37.0,F,2016.0
41,Daniele,1593.0,0.66,34.0,M,2016.0
16,Cristian,1594.0,0.66,33.0,M,2016.0
66,Gioia,1543.0,0.68,33.0,F,2016.0
91,Maria,1509.0,0.66,33.0,F,2016.0
67,Asia,1291.0,0.57,35.0,F,2016.0
83,Vittoria,2276.0,1.03,17.0,F,2017.0
56,Sara,2656.0,1.21,13.0,F,2017.0
31,Antonio,3101.0,1.33,14.0,M,2017.0
82,Gaia,2452.0,1.11,15.0,F,2017.0
57,Ludovica,2500.0,1.14,15.0,F,2017.0
7,Diego,2942.0,1.26,15.0,M,2017.0
32,Davide,2811.0,1.2,16.0,M,2017.0
8,Christian,2729.0,1.17,17.0,M,2017.0
58,Matilde,2327.0,1.06,17.0,F,2017.0
33,Nicolo',2705.0,1.16,18.0,M,2017.0
81,Nicole,2526.0,1.15,13.0,F,2017.0
9,Giovanni,2668.0,1.14,19.0,M,2017.0
84,Francesca,2031.0,0.92,19.0,F,2017.0
34,Samuele,2542.0,1.09,20.0,M,2017.0
10,Pietro,2529.0,1.08,21.0,M,2017.0
60,Alessia,1974.0,0.9,21.0,F,2017.0
35,Marco,2447.0,1.05,22.0,M,2017.0
11,Filippo,2293.0,0.98,23.0,M,2017.0
86,Arianna,1884.0,0.86,23.0,F,2017.0
61,Bianca,1947.0,0.88,23.0,F,2017.0
36,Luca,2178.0,0.93,24.0,M,2017.0
59,Noemi,2115.0,0.96,19.0,F,2017.0
85,Camilla,1971.0,0.89,21.0,F,2017.0
0,Francesco,7209.0,3.09,1.0,M,2017.0
55,Anna,2954.0,1.34,11.0,F,2017.0
87,Elena,1724.0,0.78,25.0,F,2017.0
50,Sofia,7173.0,3.26,1.0,F,2017.0
75,Giulia,6143.0,2.79,1.0,F,2017.0
25,Leonardo,6622.0,2.84,2.0,M,2017.0
76,Alice,3691.0,1.68,3.0,F,2017.0
51,Aurora,5808.0,2.64,3.0,F,2017.0
1,Alessandro,5987.0,2.57,3.0,M,2017.0
26,Lorenzo,5789.0,2.48,4.0,M,2017.0
77,Emma,3525.0,1.6,5.0,F,2017.0
2,Mattia,5715.0,2.45,5.0,M,2017.0
30,Federico,3189.0,1.37,12.0,M,2017.0
52,Ginevra,3564.0,1.62,5.0,F,2017.0
78,Greta,3270.0,1.48,7.0,F,2017.0
3,Gabriele,5129.0,2.2,7.0,M,2017.0
53,Giorgia,3474.0,1.58,7.0,F,2017.0
28,Riccardo,4336.0,1.86,8.0,M,2017.0
54,Martina,3129.0,1.42,9.0,F,2017.0
79,Beatrice,2970.0,1.35,9.0,F,2017.0
4,Matteo,4072.0,1.74,9.0,M,2017.0
29,Tommaso,4020.0,1.72,10.0,M,2017.0
5,Edoardo,3732.0,1.6,11.0,M,2017.0
80,Chiara,2908.0,1.32,11.0,F,2017.0
27,Andrea,5322.0,2.28,6.0,M,2017.0
62,Rebecca,1760.0,0.8,25.0,F,2017.0
6,Giuseppe,3170.0,1.36,13.0,M,2017.0
37,Simone,1950.0,0.84,26.0,M,2017.0
69,Eleonora,1110.0,0.5,39.0,F,2017.0
44,Elia,1383.0,0.59,40.0,M,2017.0
95,Irene,1049.0,0.48,41.0,F,2017.0
70,Emily,1057.0,0.48,41.0,F,2017.0
20,Samuel,1329.0,0.57,41.0,M,2017.0
45,Giorgio,1291.0,0.55,42.0,M,2017.0
71,Margherita,1034.0,0.47,43.0,F,2017.0
21,Enea,1219.0,0.52,43.0,M,2017.0
96,Anita,942.0,0.43,43.0,F,2017.0
12,Michele,1952.0,0.84,25.0,M,2017.0
94,Miriam,1059.0,0.48,39.0,F,2017.0
72,Benedetta,936.0,0.42,45.0,F,2017.0
22,Daniel,1121.0,0.48,45.0,M,2017.0
47,Nicola,1058.0,0.45,46.0,M,2017.0
73,Azzurra,926.0,0.42,47.0,F,2017.0
98,Eva,896.0,0.41,47.0,F,2017.0
23,Stefano,1037.0,0.44,47.0,M,2017.0
48,Domenico,1005.0,0.43,48.0,M,2017.0
99,Cecilia,881.0,0.4,49.0,F,2017.0
24,Raffaele,936.0,0.4,49.0,M,2017.0
74,Rachele,886.0,0.4,49.0,F,2017.0
49,Kevin,923.0,0.4,50.0,M,2017.0
97,Caterina,927.0,0.42,45.0,F,2017.0
19,Cristian,1426.0,0.61,39.0,M,2017.0
46,Luigi,1212.0,0.52,44.0,M,2017.0
93,Carlotta,1114.0,0.51,37.0,F,2017.0
43,Daniele,1479.0,0.63,38.0,M,2017.0
63,Viola,1626.0,0.74,27.0,F,2017.0
13,Alessio,1912.0,0.82,27.0,M,2017.0
88,Mia,1585.0,0.72,27.0,F,2017.0
38,Gabriel,1895.0,0.81,28.0,M,2017.0
64,Elisa,1574.0,0.71,29.0,F,2017.0
14,Emanuele,1867.0,0.8,29.0,M,2017.0
39,Giulio,1665.0,0.71,30.0,M,2017.0
90,Marta,1481.0,0.67,31.0,F,2017.0
65,Adele,1486.0,0.67,31.0,F,2017.0
15,Salvatore,1609.0,0.69,31.0,M,2017.0
89,Giada,1534.0,0.7,29.0,F,2017.0
91,Asia,1407.0,0.64,33.0,F,2017.0
40,Vincenzo,1575.0,0.67,32.0,M,2017.0
18,Thomas,1480.0,0.63,37.0,M,2017.0
42,Gioele,1510.0,0.65,36.0,M,2017.0
17,Giacomo,1510.0,0.65,35.0,M,2017.0
92,Isabel,1218.0,0.55,35.0,F,2017.0
68,Melissa,1126.0,0.51,37.0,F,2017.0
41,Manuel,1517.0,0.65,34.0,M,2017.0
16,Jacopo,1559.0,0.67,33.0,M,2017.0
66,Gioia,1452.0,0.66,33.0,F,2017.0
67,Maria,1358.0,0.62,35.0,F,2017.0
83,Ludovica,2290.0,1.07,17.0,F,2018.0
56,Vittoria,2585.0,1.21,13.0,F,2018.0
31,Antonio,2942.0,1.3,14.0,M,2018.0
82,Matilde,2459.0,1.15,15.0,F,2018.0
57,Nicole,2461.0,1.15,15.0,F,2018.0
7,Federico,2917.0,1.29,15.0,M,2018.0
32,Diego,2885.0,1.27,16.0,M,2018.0
8,Davide,2673.0,1.18,17.0,M,2018.0
58,Bianca,2346.0,1.1,17.0,F,2018.0
33,Giovanni,2655.0,1.17,18.0,M,2018.0
36,Luca,1956.0,0.86,24.0,M,2018.0
9,Christian,2492.0,1.1,19.0,M,2018.0
84,Gaia,2106.0,0.98,19.0,F,2018.0
34,Pietro,2425.0,1.07,20.0,M,2018.0
10,Samuele,2308.0,1.02,21.0,M,2018.0
85,Alessia,1825.0,0.85,21.0,F,2018.0
60,Noemi,2065.0,0.96,21.0,F,2018.0
35,Filippo,2268.0,1.0,22.0,M,2018.0
11,Marco,2194.0,0.97,23.0,M,2018.0
86,Rebecca,1782.0,0.83,23.0,F,2018.0
61,Arianna,1797.0,0.84,23.0,F,2018.0
59,Camilla,2131.0,1.0,19.0,F,2018.0
81,Sara,2488.0,1.16,13.0,F,2018.0
50,Sofia,6400.0,2.99,1.0,F,2018.0
30,Giuseppe,3217.0,1.42,12.0,M,2018.0
87,Mia,1665.0,0.78,25.0,F,2018.0
75,Giulia,5917.0,2.76,1.0,F,2018.0
25,Francesco,6519.0,2.87,2.0,M,2018.0
76,Alice,3741.0,1.75,3.0,F,2018.0
51,Aurora,5862.0,2.74,3.0,F,2018.0
1,Alessandro,5660.0,2.5,3.0,M,2018.0
26,Lorenzo,5566.0,2.45,4.0,M,2018.0
77,Emma,3481.0,1.63,5.0,F,2018.0
2,Mattia,5474.0,2.41,5.0,M,2018.0
52,Ginevra,3688.0,1.72,5.0,F,2018.0
6,Nicolo',2998.0,1.32,13.0,M,2018.0
27,Andrea,5016.0,2.21,6.0,M,2018.0
3,Gabriele,4721.0,2.08,7.0,M,2018.0
53,Giorgia,3251.0,1.52,7.0,F,2018.0
28,Riccardo,4456.0,1.97,8.0,M,2018.0
54,Beatrice,3030.0,1.42,9.0,F,2018.0
79,Anna,2762.0,1.29,9.0,F,2018.0
4,Tommaso,4181.0,1.84,9.0,M,2018.0
29,Edoardo,3776.0,1.67,10.0,M,2018.0
5,Matteo,3715.0,1.64,11.0,M,2018.0
80,Chiara,2712.0,1.27,11.0,F,2018.0
55,Martina,2758.0,1.29,11.0,F,2018.0
78,Greta,3043.0,1.42,7.0,F,2018.0
62,Francesca,1774.0,0.83,25.0,F,2018.0
93,Emily,1056.0,0.49,37.0,F,2018.0
37,Michele,1868.0,0.82,26.0,M,2018.0
44,Enea,1337.0,0.59,40.0,M,2018.0
95,Melissa,1022.0,0.48,41.0,F,2018.0
70,Miriam,1030.0,0.48,41.0,F,2018.0
20,Manuel,1328.0,0.59,41.0,M,2018.0
45,Elia,1308.0,0.58,42.0,M,2018.0
71,Cecilia,1010.0,0.47,43.0,F,2018.0
21,Giorgio,1163.0,0.51,43.0,M,2018.0
96,Margherita,969.0,0.45,43.0,F,2018.0
46,Daniel,1082.0,0.48,44.0,M,2018.0
72,Anita,932.0,0.44,45.0,F,2018.0
97,Benedetta,928.0,0.43,45.0,F,2018.0
22,Luigi,1064.0,0.47,45.0,M,2018.0
47,Stefano,1015.0,0.45,46.0,M,2018.0
73,Caterina,859.0,0.4,47.0,F,2018.0
98,Irene,857.0,0.4,47.0,F,2018.0
23,Nicola,943.0,0.42,47.0,M,2018.0
48,Domenico,918.0,0.4,48.0,M,2018.0
99,Chloe,843.0,0.39,49.0,F,2018.0
24,Raffaele,904.0,0.4,49.0,M,2018.0
74,Eva,850.0,0.4,49.0,F,2018.0
49,Nathan,890.0,0.39,50.0,M,2018.0
69,Eleonora,1049.0,0.49,39.0,F,2018.0
94,Azzurra,1041.0,0.49,39.0,F,2018.0
19,Daniele,1339.0,0.59,39.0,M,2018.0
43,Samuel,1347.0,0.59,38.0,M,2018.0
63,Elena,1624.0,0.76,27.0,F,2018.0
13,Alessio,1752.0,0.77,27.0,M,2018.0
88,Viola,1519.0,0.71,27.0,F,2018.0
38,Gabriel,1747.0,0.77,28.0,M,2018.0
64,Adele,1486.0,0.69,29.0,F,2018.0
14,Giulio,1649.0,0.73,29.0,M,2018.0
89,Giada,1399.0,0.65,29.0,F,2018.0
39,Salvatore,1635.0,0.72,30.0,M,2018.0
90,Elisa,1340.0,0.63,31.0,F,2018.0
65,Marta,1344.0,0.63,31.0,F,2018.0
12,Simone,1869.0,0.82,25.0,M,2018.0
15,Gioele,1559.0,0.69,31.0,M,2018.0
91,Isabel,1328.0,0.62,33.0,F,2018.0
66,Gioia,1334.0,0.62,33.0,F,2018.0
16,Vincenzo,1532.0,0.68,33.0,M,2018.0
41,Thomas,1476.0,0.65,34.0,M,2018.0
67,Maria,1322.0,0.62,35.0,F,2018.0
92,Asia,1112.0,0.52,35.0,F,2018.0
17,Giacomo,1447.0,0.64,35.0,M,2018.0
42,Jacopo,1401.0,0.62,36.0,M,2018.0
18,Cristian,1367.0,0.6,37.0,M,2018.0
68,Carlotta,1083.0,0.51,37.0,F,2018.0
40,Emanuele,1536.0,0.68,32.0,M,2018.0
0,Leonardo,7690.0,3.39,1.0,M,2018.0
